"Id","MSSubClass","MSZoning.C (all)","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Grvl","Street.Pave","LotShape.IR1","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.Bnk","LandContour.HLS","LandContour.Low","LandContour.Lvl","Utilities.AllPub","Utilities.NoSeWa","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Gtl","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blmngtn","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition1.RRNn","Condition2.Artery","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","Condition2.RRNn","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofStyle.Shed","RoofMatl.ClyTile","RoofMatl.CompShg","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar&Grv","RoofMatl.WdShake","RoofMatl.WdShngl","Exterior1st.AsbShng","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd Sdng","Exterior1st.WdShing","Exterior2nd.AsbShng","Exterior2nd.AsphShn","Exterior2nd.Brk Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd Sdng","Exterior2nd.Wd Shng","MasVnrType.BrkCmn","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Ex","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Ex","ExterCond.Fa","ExterCond.Gd","ExterCond.Po","ExterCond.TA","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","BsmtQual.Ex","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.TA","BsmtCond.Fa","BsmtCond.Gd","BsmtCond.Po","BsmtCond.TA","BsmtExposure.Av","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtFinType1.ALQ","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.ALQ","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating.Floor","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","Heating.Wall","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","HeatingQC.TA","CentralAir.N","CentralAir.Y","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Ex","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj1","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","Fireplaces","FireplaceQu.Ex","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.Po","FireplaceQu.TA","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageYrBlt","GarageFinish.Fin","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Ex","GarageQual.Fa","GarageQual.Gd","GarageQual.Po","GarageQual.TA","GarageCond.Ex","GarageCond.Fa","GarageCond.Gd","GarageCond.Po","GarageCond.TA","PavedDrive.N","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC.Ex","PoolQC.Fa","PoolQC.Gd","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","MiscFeature.Gar2","MiscFeature.Othr","MiscFeature.Shed","MiscFeature.TenC","MiscVal","MoSold","YrSold","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial"
1365,160,0,1,0,0,0,30,3180,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,5,2005,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,600,600,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,520,600,80,1200,0,0,2,1,2,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0.05,0.09,0.86,0.05,0.106753246753246,0,0,0,0,0,1,2005,0,1,0,2,480,0,0,0,0,1,0,0,0,0,1,0,0,1,0,166,0,0,0,0,0.29,0.25,0.422,0.36,0.23,0.59,0.04,0.04,0.09,0.8,0.01,0,4,2006,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1366,60,0,1,0,0,0,66.8355,7500,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2000,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,533,0,0,0,0,0,1,0,281,814,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,814,860,0,1674,1,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,-6.41847686111419e-18,0.01,0.0399999999999995,-9.35015953551499e-17,0.93,0,1,0,0,0,0,2000,0,1,0,2,663,0,0,0,0,1,0,0,0,0,1,0,0,1,0,96,0,0,0,0,0.29,0.31,0.322,0.278333333333333,0.2,0.598611111111111,0.00999999999999994,0.01,0.03,0.91,0.02,0,1,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1367,60,0,0,0,1,0,68,9179,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1999,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,158,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,633,0,0,0,0,0,1,0,240,873,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,882,908,0,1790,1,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,-6.38378239159465e-18,0.02,0.00999999999999949,-9.45771239102555e-17,0.93,0,1,0,0,0,0,1999,0,1,0,2,588,0,0,0,0,1,0,0,0,0,1,0,0,1,0,88,0,0,0,0,0.3,0.38,0.322,0.34,0.08,0.651111111111111,0.02,0.02,0.02,0.93,0.04,0,6,2008,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1368,160,0,0,0,0,1,41,2665,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,6,1977,1977,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,548,0,0,0,0,1,0,173,36,757,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,925,550,0,1475,0,0,2,0,4,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1977,0,1,0,1,336,0,0,0,0,1,0,0,0,0,1,0,0,1,104,26,0,0,0,0,0.2,0.38,0.362,0.23,0.12,0.68,0.05,0.03,0.04,0.82,0.03,0,7,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1369,120,0,0,0,0,1,37.6382818087709,4435,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,5,2003,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,170,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,685,0,0,0,0,0,1,0,163,848,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,848,0,0,848,1,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,1,0,-5.89805981832114e-18,0.04,0.4925,0.00999999999999994,0.66,0,1,0,0,0,0,2003,1,0,0,2,420,0,0,0,0,1,0,0,0,0,1,0,0,1,140,0,0,0,0,0,0.24,0.34,0.452,0.29,0.15,0.68,0.00999999999999996,0.05,0.06,0.88,0.01,0,6,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1370,20,0,0,0,1,0,48,10635,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2003,2003,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,171,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,370,0,0,1,0,0,0,972,315,1657,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1668,0,0,1668,1,0,2,0,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2003,1,0,0,2,502,0,0,0,0,1,0,0,0,0,1,0,0,1,0,262,0,0,0,0,0.22,0.3,0.382,0.4,0.16,0.54,0.04,0.03,0.06,0.86,0.07,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1371,50,0,0,0,1,0,90,5400,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,6,1920,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,315,0,0,0,0,1,0,105,420,840,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,840,534,0,1374,0,0,1,0,2,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0.02,0.05,0.566666666666667,0.1,0.18,0,0,0,0,0,1,1967,1,0,0,1,338,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,198,0,0,0,0.27,0.19,0.522,0.07,0.08,0.67,0.02,0.03,0.05,0.84,0,0,10,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1372,80,0,0,0,1,0,80,9600,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1955,1996,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,831,0,0,0,0,0,1,0,161,992,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1661,0,0,1661,1,0,1,0,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1955,0,1,0,1,377,0,0,0,0,1,0,0,0,0,1,0,0,1,0,28,0,0,178,0,0.21,0.32,0.422,0,0,1,0,0.04,0.04,0.87,0.03,0,10,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1373,60,0,0,0,1,0,75,9750,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,6,1998,1998,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,975,0,0,0,0,0,1,0,133,1108,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1108,989,0,2097,1,0,2,1,3,1,0,0,1,0,8,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1998,0,1,0,2,583,0,0,0,0,1,0,0,0,0,1,0,0,1,253,170,0,0,0,0,0.28,0.29,0.322,0.738333333333333,0.115,0.26,0.02,0.02,0.02,0.9,0.04,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1374,20,0,0,0,1,0,93.0587936507936,11400,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,5,2001,2002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,705,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1282,0,0,0,0,0,1,0,1351,2633,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2633,0,0,2633,1,0,2,1,2,1,1,0,0,0,8,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,2001,0,1,0,3,804,0,0,0,0,1,0,0,0,0,1,0,0,1,314,140,0,0,0,0,0.3,0.35,0.372,0.33,0.2,0.63,0.06,0.03,0.06,0.84,0.03,0,3,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1375,60,0,1,0,0,0,85,10625,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2005,2005,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1026,1026,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1026,932,0,1958,0,0,2,1,3,1,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2005,1,0,0,3,936,0,0,0,0,1,0,0,0,0,1,0,0,1,154,210,0,0,0,0,0.26,0.24,0.422,0.708333333333333,0.245,0.27,0.00999999999999995,0.01,0.04,0.85,0.01,0,7,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1376,20,0,0,0,1,0,89,10991,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,80,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1571,1571,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1571,0,0,1571,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2007,1,0,0,3,722,0,0,0,0,1,0,0,0,0,1,0,0,1,100,36,0,0,0,0,0.24,0.26,0.442,0.45,0.13125,0.52,0.02,0.02,0.06,0.93,0.02,0,12,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1377,30,0,0,0,1,0,52,6292,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1930,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,384,0,0,0,0,0,1,0,384,768,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,790,0,0,790,0,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0.01,0.00999999999999999,0.75,0.08,0.11,0,0,0,0,0,1,1925,0,0,1,1,160,0,1,0,0,0,0,0,0,0,1,0,0,1,0,141,0,0,0,0,0.27,0.27,0.572,0.12,0.152222222222222,0.71,0.05,0.03,0.13,0.84,0,0,4,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1378,50,0,0,0,1,0,60,10998,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1941,1960,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,408,0,1,0,0,0,0,420,156,984,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,984,620,0,1604,0,0,2,0,3,1,0,0,0,1,6,0,0,0,1,0,0,0,0,-6.6266436782314e-18,0.03,0.21,0.13,0.645,0,0,0,0,0,1,1977,0,0,1,2,660,0,0,0,0,1,0,0,0,0,1,0,0,1,0,68,0,0,0,0,0.24,0.34,0.46,0.03,0.17,0.78,0.00999999999999994,0.01,0.08,0.92,0.05,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1379,160,0,0,0,0,1,21,1953,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,5,1973,1973,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,408,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,309,0,0,0,0,0,1,0,174,483,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,483,504,0,987,0,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0.01,0.22,0.36,0.43,0.33,0,0,0,0,0,1,1973,0,0,1,1,264,0,0,0,0,1,0,0,0,0,1,0,0,1,72,0,0,0,0,0,0.15,0.41,0.442,0.12,0.22,0.6,0.11,0.07,0.09,0.87,0.01,0,6,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1380,80,0,0,0,1,0,73,9735,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,2006,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,384,384,0,1,0,0,0,0,0,0,1,0,0,0,1,-6.24084117717416e-16,-1.51267887105178e-17,-4.78306630413705e-17,-1.1069704181077e-17,1,754,640,0,1394,0,0,2,1,3,1,0,0,1,0,7,0,0,0,0,0,0,1,0,-6.31439345255558e-18,0.00999999999999999,0.657777777777778,0.0199999999999999,0.2,0,0,0,1,0,0,2007,1,0,0,2,400,0,0,0,0,1,0,0,0,0,1,0,0,1,100,0,0,0,0,0,0.19,0.25,0.452,0.22,0.16,0.58,0.00999999999999996,0.03,0.03,0.88,0,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1381,30,0,0,0,1,0,45,8212,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1914,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,203,0,0,0,0,0,1,0,661,864,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,864,0,0,864,1,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0.01,0.00999999999999999,0.8,0.1,0.0599999999999997,0,0,0,0,0,1,1938,0,0,1,1,200,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,96,0,0,0,0.28,0.29,0.56,0.086,0.13,0.78,0.00999999999999996,0.01,0.12,0.87,0.01,0,6,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
